read_id	fold
NC_039553.1_6538_7072_9:0:0_8:0:0_7da/2	2
NC_039553.1_653_1199_8:0:0_5:0:0_74c/1	2
NC_039553.1_653_1199_8:0:0_5:0:0_74c/2	2
NC_039553.1_6540_6983_7:0:0_9:0:0_24ba/1	3
NC_039553.1_6540_6983_7:0:0_9:0:0_24ba/2	3
NC_039553.1_6540_7044_14:0:0_7:0:0_763/1	4
NC_039553.1_6540_7044_14:0:0_7:0:0_763/2	4
NC_039553.1_6542_7026_5:0:0_8:0:0_1ba4/1	1
NC_039553.1_6542_7026_5:0:0_8:0:0_1ba4/2	1
NC_039553.1_6543_7003_5:0:0_9:0:0_8c9/1	3
NC_039553.1_6543_7003_5:0:0_9:0:0_8c9/2	3
NC_039553.1_6546_7067_7:0:0_8:0:0_1594/1	3
NC_039553.1_6546_7067_7:0:0_8:0:0_1594/2	3
NC_039553.1_6547_7041_4:0:0_9:0:0_112b/1	1
NC_039553.1_6547_7041_4:0:0_9:0:0_112b/2	1
NC_039553.1_6548_7070_7:0:0_8:0:0_2d9/1	4
NC_039553.1_6548_7070_7:0:0_8:0:0_2d9/2	4
NC_039553.1_6548_7102_5:0:0_3:0:0_b12/1	4
NC_039553.1_6548_7102_5:0:0_3:0:0_b12/2	4
NC_039553.1_6548_7112_5:0:0_5:0:0_1c8c/1	3
NC_039553.1_6548_7112_5:0:0_5:0:0_1c8c/2	3
NC_039553.1_6551_7015_2:0:0_9:0:0_c01/1	1
NC_039553.1_6551_7015_2:0:0_9:0:0_c01/2	1
NC_039553.1_6555_7129_6:0:0_7:0:0_141/1	0
NC_039553.1_6555_7129_6:0:0_7:0:0_141/2	0
NC_039553.1_6557_7055_6:0:0_10:0:0_a31/1	0
NC_039553.1_6557_7055_6:0:0_10:0:0_a31/2	0
NC_039553.1_6558_7062_6:0:0_9:0:0_1e96/1	1
NC_039553.1_6558_7062_6:0:0_9:0:0_1e96/2	1
NC_039553.1_655_1116_6:0:0_10:0:0_6f8/1	0
NC_039553.1_655_1116_6:0:0_10:0:0_6f8/2	0
NC_039553.1_6560_6965_6:0:0_6:0:0_a3a/1	2
NC_039553.1_6560_6965_6:0:0_6:0:0_a3a/2	2
NC_039553.1_6564_6990_9:0:0_7:0:0_b39/1	1
NC_039553.1_6564_6990_9:0:0_7:0:0_b39/2	1
NC_039553.1_6578_6982_6:0:0_4:0:0_c3/1	1
NC_039553.1_6578_6982_6:0:0_4:0:0_c3/2	1
NC_039553.1_6579_7096_7:0:0_4:0:0_1075/1	2
NC_039553.1_6579_7096_7:0:0_4:0:0_1075/2	2
NC_039553.1_6579_7119_8:0:0_3:0:0_dc8/1	4
NC_039553.1_6579_7119_8:0:0_3:0:0_dc8/2	4
NC_039553.1_6581_6967_7:0:0_8:0:0_1106/1	2
NC_039553.1_6581_6967_7:0:0_8:0:0_1106/2	2
NC_039553.1_6581_7119_13:0:0_7:0:0_1c4a/1	2
NC_039553.1_6581_7119_13:0:0_7:0:0_1c4a/2	2
NC_039553.1_6583_7046_9:0:0_5:0:0_1e77/1	1
NC_039553.1_6583_7046_9:0:0_5:0:0_1e77/2	1
NC_039553.1_6585_7001_8:0:0_5:0:0_eb0/1	2
NC_039553.1_6585_7001_8:0:0_5:0:0_eb0/2	2
NC_039553.1_6585_7055_11:0:0_5:0:0_1210/1	3
NC_039553.1_6585_7055_11:0:0_5:0:0_1210/2	3
NC_039553.1_6589_7129_10:0:0_4:0:0_1117/1	4
NC_039553.1_6589_7129_10:0:0_4:0:0_1117/2	4
NC_039553.1_6591_7120_10:0:0_3:0:0_1a40/1	4
NC_039553.1_6591_7120_10:0:0_3:0:0_1a40/2	4
NC_039553.1_6592_7089_13:0:0_9:0:0_c03/1	0
NC_039553.1_6592_7089_13:0:0_9:0:0_c03/2	0
NC_039553.1_6595_7081_3:0:0_3:0:0_480/1	2
NC_039553.1_6595_7081_3:0:0_3:0:0_480/2	2
NC_039553.1_6596_7065_5:0:0_5:0:0_acb/1	1
NC_039553.1_6596_7065_5:0:0_5:0:0_acb/2	1
NC_039553.1_6596_7080_7:0:0_11:0:0_b3a/1	2
NC_039553.1_6596_7080_7:0:0_11:0:0_b3a/2	2
NC_039553.1_659_1045_6:0:0_10:0:0_1220/1	2
NC_039553.1_659_1045_6:0:0_10:0:0_1220/2	2
NC_039553.1_659_1195_7:0:0_5:0:0_1f7/1	4
NC_039553.1_659_1195_7:0:0_5:0:0_1f7/2	4
NC_039553.1_6602_7091_8:0:0_3:0:0_da7/1	3
NC_039553.1_6602_7091_8:0:0_3:0:0_da7/2	3
NC_039553.1_6602_7187_6:0:0_5:0:0_861/1	1
NC_039553.1_6602_7187_6:0:0_5:0:0_861/2	1
NC_039553.1_6606_7065_7:0:0_8:0:0_9d3/1	1
NC_039553.1_6606_7065_7:0:0_8:0:0_9d3/2	1
NC_039553.1_6607_7020_2:0:0_5:0:0_1f7e/1	4
NC_039553.1_6607_7020_2:0:0_5:0:0_1f7e/2	4
NC_039553.1_6609_7176_10:0:0_11:0:0_284/1	1
NC_039553.1_6609_7176_10:0:0_11:0:0_284/2	1
NC_039553.1_6609_7246_11:0:0_11:0:0_1ce2/1	1
NC_039553.1_6609_7246_11:0:0_11:0:0_1ce2/2	1
NC_039553.1_6610_7108_6:0:0_5:0:0_85a/1	2
NC_039553.1_6610_7108_6:0:0_5:0:0_85a/2	2
NC_039553.1_6610_7198_5:0:0_5:0:0_1d13/1	1
NC_039553.1_6610_7198_5:0:0_5:0:0_1d13/2	1
NC_039553.1_6611_7081_10:0:0_8:0:0_75c/1	2
NC_039553.1_6611_7081_10:0:0_8:0:0_75c/2	2
NC_039553.1_6614_7175_3:0:0_9:0:0_2284/1	0
NC_039553.1_6614_7175_3:0:0_9:0:0_2284/2	0
NC_039553.1_6617_7166_10:0:0_9:0:0_e89/1	4
NC_039553.1_6617_7166_10:0:0_9:0:0_e89/2	4
NC_039553.1_6617_7188_3:0:0_8:0:0_80e/1	3
NC_039553.1_6617_7188_3:0:0_8:0:0_80e/2	3
NC_039553.1_6618_7098_3:0:0_9:0:0_657/1	4
NC_039553.1_6618_7098_3:0:0_9:0:0_657/2	4
NC_039553.1_6621_7205_4:0:0_5:0:0_1f88/1	2
NC_039553.1_6621_7205_4:0:0_5:0:0_1f88/2	2
NC_039553.1_6622_7111_9:0:0_8:0:0_1fbb/1	3
NC_039553.1_6622_7111_9:0:0_8:0:0_1fbb/2	3
NC_039553.1_6626_7151_9:0:0_7:0:0_1d9/1	3
NC_039553.1_6626_7151_9:0:0_7:0:0_1d9/2	3
NC_039553.1_6627_7148_13:0:0_6:0:0_236d/1	0
NC_039553.1_6627_7148_13:0:0_6:0:0_236d/2	0
NC_039553.1_6629_7147_5:0:0_5:0:0_5ac/1	4
NC_039553.1_6629_7147_5:0:0_5:0:0_5ac/2	4
NC_039553.1_6632_7126_14:0:0_13:0:0_d5b/1	4
NC_039553.1_6632_7126_14:0:0_13:0:0_d5b/2	4
NC_039553.1_6634_7092_8:0:0_8:0:0_cd2/1	1
NC_039553.1_6634_7092_8:0:0_8:0:0_cd2/2	1
NC_039553.1_6635_7242_9:0:0_7:0:0_15eb/1	1
NC_039553.1_6635_7242_9:0:0_7:0:0_15eb/2	1
NC_039553.1_6637_7236_7:0:0_6:0:0_a8b/1	0
NC_039553.1_6637_7236_7:0:0_6:0:0_a8b/2	0
NC_039553.1_6642_7043_5:0:0_7:0:0_16ec/1	4
NC_039553.1_6642_7043_5:0:0_7:0:0_16ec/2	4
NC_039553.1_6642_7073_11:0:0_14:0:0_e12/1	1
NC_039553.1_6642_7073_11:0:0_14:0:0_e12/2	1
NC_039553.1_6644_7100_10:0:0_12:0:0_252f/1	3
NC_039553.1_6644_7100_10:0:0_12:0:0_252f/2	3
NC_039553.1_6647_7180_7:0:0_5:0:0_1d40/1	3
NC_039553.1_6647_7180_7:0:0_5:0:0_1d40/2	3
NC_039553.1_6655_7143_7:0:0_11:0:0_685/1	4
NC_039553.1_6655_7143_7:0:0_11:0:0_685/2	4
NC_039553.1_6663_7065_9:0:0_5:0:0_26e5/1	2
NC_039553.1_6663_7065_9:0:0_5:0:0_26e5/2	2
NC_039553.1_6663_7196_4:0:0_4:0:0_87b/1	0
NC_039553.1_6663_7196_4:0:0_4:0:0_87b/2	0
NC_039553.1_6666_7203_4:0:0_10:0:0_1b07/1	1
NC_039553.1_6666_7203_4:0:0_10:0:0_1b07/2	1
NC_039553.1_6667_7186_4:0:0_7:0:0_265f/1	1
NC_039553.1_6667_7186_4:0:0_7:0:0_265f/2	1
NC_039553.1_6667_7189_9:0:0_11:0:0_1ff8/1	2
NC_039553.1_6667_7189_9:0:0_11:0:0_1ff8/2	2
NC_039553.1_6676_7152_6:0:0_9:0:0_1559/1	0
NC_039553.1_6676_7152_6:0:0_9:0:0_1559/2	0
NC_039553.1_6678_7131_4:0:0_12:0:0_7b9/1	2
NC_039553.1_6678_7131_4:0:0_12:0:0_7b9/2	2
NC_039553.1_6678_7157_7:0:0_5:0:0_119a/1	0
NC_039553.1_6678_7157_7:0:0_5:0:0_119a/2	0
NC_039553.1_6678_7175_7:0:0_6:0:0_b7b/1	3
NC_039553.1_6678_7175_7:0:0_6:0:0_b7b/2	3
NC_039553.1_667_1186_8:0:0_6:0:0_216b/1	3
NC_039553.1_667_1186_8:0:0_6:0:0_216b/2	3
NC_039553.1_6682_7153_10:0:0_6:0:0_20f3/1	2
NC_039553.1_6682_7153_10:0:0_6:0:0_20f3/2	2
NC_039553.1_6684_7181_9:0:0_4:0:0_ed/1	3
NC_039553.1_6684_7181_9:0:0_4:0:0_ed/2	3
NC_039553.1_6684_7258_14:0:0_5:0:0_10d1/1	2
NC_039553.1_6684_7258_14:0:0_5:0:0_10d1/2	2
NC_039553.1_6685_7125_6:0:0_4:0:0_1df3/1	0
NC_039553.1_6685_7125_6:0:0_4:0:0_1df3/2	0
NC_039553.1_6689_7177_9:0:0_12:0:0_1a0/1	0
NC_039553.1_6689_7177_9:0:0_12:0:0_1a0/2	0
NC_039553.1_6691_7185_8:0:0_6:0:0_25c8/1	4
NC_039553.1_6691_7185_8:0:0_6:0:0_25c8/2	4
NC_039553.1_6695_7163_4:0:0_2:0:0_1df9/1	0
NC_039553.1_6695_7163_4:0:0_2:0:0_1df9/2	0
NC_039553.1_6697_7181_1:0:0_8:0:0_1b3e/1	0
NC_039553.1_6697_7181_1:0:0_8:0:0_1b3e/2	0
NC_039553.1_66_597_6:0:0_11:0:0_14ca/1	2
NC_039553.1_66_597_6:0:0_11:0:0_14ca/2	2
NC_039553.1_6703_7225_14:0:0_8:0:0_101b/1	3
NC_039553.1_6703_7225_14:0:0_8:0:0_101b/2	3
NC_039553.1_6705_7203_9:0:0_8:0:0_14a1/1	3
NC_039553.1_6705_7203_9:0:0_8:0:0_14a1/2	3
NC_039553.1_6707_7181_6:0:0_9:0:0_e9e/1	2
NC_039553.1_6707_7181_6:0:0_9:0:0_e9e/2	2
NC_039553.1_6710_7092_7:0:0_9:0:0_16c2/1	0
NC_039553.1_6710_7092_7:0:0_9:0:0_16c2/2	0
NC_039553.1_6710_7223_5:0:0_10:0:0_115c/1	4
NC_039553.1_6710_7223_5:0:0_10:0:0_115c/2	4
NC_039553.1_6712_7181_8:0:0_8:0:0_be2/1	4
NC_039553.1_6712_7181_8:0:0_8:0:0_be2/2	4
NC_039553.1_6714_7268_8:0:0_4:0:0_1226/1	0
NC_039553.1_6714_7268_8:0:0_4:0:0_1226/2	0
NC_039553.1_6715_7299_10:0:0_12:0:0_213a/1	1
NC_039553.1_6715_7299_10:0:0_12:0:0_213a/2	1
NC_039553.1_6718_7150_5:0:0_7:0:0_cf5/1	3
NC_039553.1_6718_7150_5:0:0_7:0:0_cf5/2	3
NC_039553.1_671_1194_4:0:0_5:0:0_2092/1	1
NC_039553.1_671_1194_4:0:0_5:0:0_2092/2	1
NC_039553.1_6720_7196_6:0:0_7:0:0_24fd/1	0
NC_039553.1_6720_7196_6:0:0_7:0:0_24fd/2	0
NC_039553.1_6721_7267_10:0:0_3:0:0_677/1	2
NC_039553.1_6721_7267_10:0:0_3:0:0_677/2	2
NC_039553.1_6722_7188_5:0:0_7:0:0_d10/1	0
NC_039553.1_6722_7188_5:0:0_7:0:0_d10/2	0
NC_039553.1_6725_7259_8:0:0_9:0:0_27b/1	1
NC_039553.1_6725_7259_8:0:0_9:0:0_27b/2	1
NC_039553.1_6726_7241_7:0:0_10:0:0_267f/1	2
NC_039553.1_6726_7241_7:0:0_10:0:0_267f/2	2
NC_039553.1_6727_7296_8:0:0_5:0:0_a82/1	4
NC_039553.1_6727_7296_8:0:0_5:0:0_a82/2	4
NC_039553.1_672_1157_6:0:0_8:0:0_23da/1	1
NC_039553.1_672_1157_6:0:0_8:0:0_23da/2	1
NC_039553.1_672_1167_10:0:0_6:0:0_1996/1	1
NC_039553.1_672_1167_10:0:0_6:0:0_1996/2	1
NC_039553.1_6730_7269_7:0:0_5:0:0_255e/1	0
NC_039553.1_6730_7269_7:0:0_5:0:0_255e/2	0
NC_039553.1_6731_7255_8:0:0_9:0:0_21cf/1	3
NC_039553.1_6731_7255_8:0:0_9:0:0_21cf/2	3
NC_039553.1_6734_7156_10:0:0_8:0:0_5fe/1	2
NC_039553.1_6734_7156_10:0:0_8:0:0_5fe/2	2
NC_039553.1_6735_7224_7:0:0_12:0:0_150b/1	2
NC_039553.1_6735_7224_7:0:0_12:0:0_150b/2	2
NC_039553.1_6736_7224_8:0:0_6:0:0_20d6/1	0
NC_039553.1_6736_7224_8:0:0_6:0:0_20d6/2	0
NC_039553.1_673_1225_4:0:0_8:0:0_b9e/1	1
NC_039553.1_673_1225_4:0:0_8:0:0_b9e/2	1
NC_039553.1_6741_7290_7:0:0_7:0:0_b1d/1	0
NC_039553.1_6741_7290_7:0:0_7:0:0_b1d/2	0
NC_039553.1_6745_7219_8:0:0_7:0:0_2170/1	1
NC_039553.1_6745_7219_8:0:0_7:0:0_2170/2	1
NC_039553.1_6746_7177_13:0:0_5:0:0_f32/1	1
NC_039553.1_6746_7177_13:0:0_5:0:0_f32/2	1
NC_039553.1_6746_7339_6:0:0_4:0:0_fd7/1	1
NC_039553.1_6746_7339_6:0:0_4:0:0_fd7/2	1
NC_039553.1_6749_7248_3:0:0_9:0:0_1265/1	0
NC_039553.1_6749_7248_3:0:0_9:0:0_1265/2	0
NC_039553.1_6753_7195_11:0:0_7:0:0_254b/1	3
NC_039553.1_6753_7195_11:0:0_7:0:0_254b/2	3
NC_039553.1_6756_7239_3:0:0_3:0:0_15c8/1	1
NC_039553.1_6756_7239_3:0:0_3:0:0_15c8/2	1
NC_039553.1_6757_7244_8:0:0_11:0:0_267a/1	3
NC_039553.1_6757_7244_8:0:0_11:0:0_267a/2	3
NC_039553.1_6757_7346_8:0:0_7:0:0_20cb/1	4
NC_039553.1_6757_7346_8:0:0_7:0:0_20cb/2	4
NC_039553.1_6759_7225_8:0:0_8:0:0_171b/1	3
NC_039553.1_6759_7225_8:0:0_8:0:0_171b/2	3
NC_039553.1_6761_7270_5:0:0_8:0:0_338/1	1
NC_039553.1_6761_7270_5:0:0_8:0:0_338/2	1
NC_039553.1_6763_7242_6:0:0_8:0:0_1d6d/1	0
NC_039553.1_6763_7242_6:0:0_8:0:0_1d6d/2	0
NC_039553.1_6766_7328_7:0:0_10:0:0_24ed/1	0
NC_039553.1_6766_7328_7:0:0_10:0:0_24ed/2	0
NC_039553.1_676_1232_9:0:0_8:0:0_10b1/1	1
NC_039553.1_676_1232_9:0:0_8:0:0_10b1/2	1
NC_039553.1_6774_7252_9:0:0_2:0:0_1a3d/1	2
NC_039553.1_6774_7252_9:0:0_2:0:0_1a3d/2	2
NC_039553.1_6774_7349_10:0:0_13:0:0_c05/1	3
NC_039553.1_6774_7349_10:0:0_13:0:0_c05/2	3
NC_039553.1_6780_7287_13:0:0_7:0:0_18b/1	1
NC_039553.1_6780_7287_13:0:0_7:0:0_18b/2	1
NC_039553.1_6781_7306_3:0:0_7:0:0_217b/1	1
NC_039553.1_6781_7306_3:0:0_7:0:0_217b/2	1
NC_039553.1_6782_7334_7:0:0_7:0:0_94e/1	0
NC_039553.1_6782_7334_7:0:0_7:0:0_94e/2	0
NC_039553.1_6790_7353_11:0:0_10:0:0_340/1	4
NC_039553.1_6790_7353_11:0:0_10:0:0_340/2	4
NC_039553.1_6792_7216_5:0:0_5:0:0_c9b/1	0
NC_039553.1_6792_7216_5:0:0_5:0:0_c9b/2	0
NC_039553.1_6793_7348_10:0:0_1:0:0_1c72/1	2
NC_039553.1_6793_7348_10:0:0_1:0:0_1c72/2	2
NC_039553.1_6794_7211_7:0:0_8:0:0_237a/1	2
NC_039553.1_6794_7211_7:0:0_8:0:0_237a/2	2
NC_039553.1_6795_7216_11:0:0_6:0:0_a41/1	0
NC_039553.1_6795_7216_11:0:0_6:0:0_a41/2	0
NC_039553.1_6795_7340_9:0:0_11:0:0_1d54/1	2
NC_039553.1_6795_7340_9:0:0_11:0:0_1d54/2	2
NC_039553.1_6797_7233_8:0:0_8:0:0_17f5/1	0
NC_039553.1_6797_7233_8:0:0_8:0:0_17f5/2	0
NC_039553.1_6797_7391_9:0:0_10:0:0_7c0/1	3
NC_039553.1_6797_7391_9:0:0_10:0:0_7c0/2	3
NC_039553.1_679_1234_5:0:0_10:0:0_880/1	3
NC_039553.1_679_1234_5:0:0_10:0:0_880/2	3
NC_039553.1_67_479_5:0:0_7:0:0_1539/1	3
NC_039553.1_67_479_5:0:0_7:0:0_1539/2	3
NC_039553.1_6801_7282_6:0:0_6:0:0_23d1/1	3
NC_039553.1_6801_7282_6:0:0_6:0:0_23d1/2	3
NC_039553.1_6801_7370_4:0:0_6:0:0_25bb/1	1
NC_039553.1_6801_7370_4:0:0_6:0:0_25bb/2	1
NC_039553.1_6805_7259_8:0:0_11:0:0_139c/1	3
NC_039553.1_6805_7259_8:0:0_11:0:0_139c/2	3
NC_039553.1_6807_7417_9:0:0_8:0:0_f81/1	0
NC_039553.1_6807_7417_9:0:0_8:0:0_f81/2	0
NC_039553.1_6809_7303_4:0:0_9:0:0_15da/1	2
NC_039553.1_6809_7303_4:0:0_9:0:0_15da/2	2
NC_039553.1_680_1173_11:0:0_13:0:0_1628/1	3
NC_039553.1_680_1173_11:0:0_13:0:0_1628/2	3
NC_039553.1_6813_7302_7:0:0_7:0:0_10c0/1	0
NC_039553.1_6813_7302_7:0:0_7:0:0_10c0/2	0
NC_039553.1_6817_7243_10:0:0_3:0:0_ae9/1	0
NC_039553.1_6817_7243_10:0:0_3:0:0_ae9/2	0
NC_039553.1_6821_7316_6:0:0_12:0:0_1eef/1	4
NC_039553.1_6821_7316_6:0:0_12:0:0_1eef/2	4
NC_039553.1_6824_7394_7:0:0_3:0:0_1ec0/1	4
NC_039553.1_6824_7394_7:0:0_3:0:0_1ec0/2	4
NC_039553.1_6825_7391_7:0:0_9:0:0_da1/1	2
NC_039553.1_6825_7391_7:0:0_9:0:0_da1/2	2
NC_039553.1_6826_7361_3:0:0_8:0:0_eb6/1	1
NC_039553.1_6826_7361_3:0:0_8:0:0_eb6/2	1
NC_039553.1_6832_7307_2:0:0_8:0:0_4a5/1	4
NC_039553.1_6832_7307_2:0:0_8:0:0_4a5/2	4
NC_039553.1_683_1160_12:0:0_7:0:0_1bed/1	4
NC_039553.1_683_1160_12:0:0_7:0:0_1bed/2	4
NC_039553.1_683_1196_6:0:0_11:0:0_1c9f/1	1
NC_039553.1_683_1196_6:0:0_11:0:0_1c9f/2	1
NC_039553.1_6842_7355_9:0:0_8:0:0_229a/1	0
NC_039553.1_6842_7355_9:0:0_8:0:0_229a/2	0
NC_039553.1_6843_7337_0:0:0_6:0:0_178e/1	2
NC_039553.1_6843_7337_0:0:0_6:0:0_178e/2	2
NC_039553.1_6844_7325_4:0:0_7:0:0_10e4/1	1
NC_039553.1_6844_7325_4:0:0_7:0:0_10e4/2	1
NC_039553.1_6845_7281_5:0:0_6:0:0_138/1	3
NC_039553.1_6845_7281_5:0:0_6:0:0_138/2	3
NC_039553.1_6849_7337_11:0:0_11:0:0_168/1	0
NC_039553.1_6849_7337_11:0:0_11:0:0_168/2	0
NC_039553.1_6859_7339_11:0:0_7:0:0_1dda/1	0
NC_039553.1_6859_7339_11:0:0_7:0:0_1dda/2	0
NC_039553.1_6862_7360_9:0:0_7:0:0_81f/1	2
NC_039553.1_6862_7360_9:0:0_7:0:0_81f/2	2
NC_039553.1_6865_7396_10:0:0_6:0:0_1024/1	3
NC_039553.1_6865_7396_10:0:0_6:0:0_1024/2	3
NC_039553.1_6868_7446_7:0:0_6:0:0_1a64/1	0
NC_039553.1_6868_7446_7:0:0_6:0:0_1a64/2	0
NC_039553.1_6869_7400_3:0:0_12:0:0_167e/1	1
NC_039553.1_6869_7400_3:0:0_12:0:0_167e/2	1
NC_039553.1_6871_7456_11:0:0_12:0:0_17a5/1	4
NC_039553.1_6871_7456_11:0:0_12:0:0_17a5/2	4
NC_039553.1_6871_7478_12:0:0_6:0:0_1ef6/1	0
NC_039553.1_6871_7478_12:0:0_6:0:0_1ef6/2	0
NC_039553.1_6872_7292_7:0:0_8:0:0_2099/1	2
NC_039553.1_6872_7292_7:0:0_8:0:0_2099/2	2
NC_039553.1_6877_7339_11:0:0_7:0:0_7af/1	1
NC_039553.1_6877_7339_11:0:0_7:0:0_7af/2	1
NC_039553.1_6883_7413_6:0:0_5:0:0_f19/1	2
NC_039553.1_6883_7413_6:0:0_5:0:0_f19/2	2
NC_039553.1_6883_7431_6:0:0_6:0:0_13f6/1	1
NC_039553.1_6883_7431_6:0:0_6:0:0_13f6/2	1
NC_039553.1_6884_7382_9:0:0_8:0:0_241b/1	2
NC_039553.1_6884_7382_9:0:0_8:0:0_241b/2	2
NC_039553.1_6884_7440_10:0:0_7:0:0_2104/1	2
NC_039553.1_6884_7440_10:0:0_7:0:0_2104/2	2
NC_039553.1_6886_7364_7:0:0_8:0:0_8eb/1	3
NC_039553.1_6886_7364_7:0:0_8:0:0_8eb/2	3
NC_039553.1_6889_7367_6:0:0_6:0:0_2169/1	3
NC_039553.1_6889_7367_6:0:0_6:0:0_2169/2	3
NC_039553.1_6890_7315_6:0:0_11:0:0_717/1	2
NC_039553.1_6890_7315_6:0:0_11:0:0_717/2	2
NC_039553.1_6894_7443_7:0:0_10:0:0_e22/1	1
NC_039553.1_6894_7443_7:0:0_10:0:0_e22/2	1
NC_039553.1_6895_7410_9:0:0_4:0:0_1468/1	0
NC_039553.1_6895_7410_9:0:0_4:0:0_1468/2	0
NC_039553.1_6896_7296_7:0:0_3:0:0_95d/1	1
NC_039553.1_6896_7296_7:0:0_3:0:0_95d/2	1
NC_039553.1_6896_7422_11:0:0_17:0:0_cd7/1	2
NC_039553.1_6896_7422_11:0:0_17:0:0_cd7/2	2
NC_039553.1_6897_7300_11:0:0_6:0:0_1e05/1	0
NC_039553.1_6897_7300_11:0:0_6:0:0_1e05/2	0
NC_039553.1_6898_7301_11:0:0_6:0:0_1aa6/1	2
NC_039553.1_6898_7301_11:0:0_6:0:0_1aa6/2	2
NC_039553.1_6898_7435_8:0:0_2:0:0_3b7/1	4
NC_039553.1_6898_7435_8:0:0_2:0:0_3b7/2	4
NC_039553.1_6899_7381_6:0:0_4:0:0_1968/1	0
NC_039553.1_6899_7381_6:0:0_4:0:0_1968/2	0
NC_039553.1_689_1180_11:0:0_10:0:0_21f8/1	4
NC_039553.1_689_1180_11:0:0_10:0:0_21f8/2	4
NC_039553.1_68_556_5:0:0_4:0:0_499/1	2
NC_039553.1_68_556_5:0:0_4:0:0_499/2	2
NC_039553.1_68_584_6:0:0_7:0:0_3e1/1	1
NC_039553.1_68_584_6:0:0_7:0:0_3e1/2	1
NC_039553.1_6900_7377_9:0:0_6:0:0_c56/1	4
NC_039553.1_6900_7377_9:0:0_6:0:0_c56/2	4
NC_039553.1_6901_7363_11:0:0_8:0:0_d6c/1	3
NC_039553.1_6901_7363_11:0:0_8:0:0_d6c/2	3
NC_039553.1_6909_7338_9:0:0_6:0:0_2453/1	0
NC_039553.1_6909_7338_9:0:0_6:0:0_2453/2	0
NC_039553.1_6912_7447_6:0:0_7:0:0_17cc/1	3
NC_039553.1_6912_7447_6:0:0_7:0:0_17cc/2	3
NC_039553.1_6913_7384_10:0:0_5:0:0_163a/1	2
NC_039553.1_6913_7384_10:0:0_5:0:0_163a/2	2
NC_039553.1_6916_7398_11:0:0_4:0:0_25c3/1	4
NC_039553.1_6916_7398_11:0:0_4:0:0_25c3/2	4
NC_039553.1_6920_7464_4:0:0_8:0:0_1ed4/1	4
NC_039553.1_6920_7464_4:0:0_8:0:0_1ed4/2	4
NC_039553.1_6921_7450_4:0:0_9:0:0_26c/1	4
NC_039553.1_6921_7450_4:0:0_9:0:0_26c/2	4
NC_039553.1_6924_7432_6:0:0_4:0:0_9c6/1	1
NC_039553.1_6924_7432_6:0:0_4:0:0_9c6/2	1
NC_039553.1_6928_7378_9:0:0_12:0:0_10da/1	4
NC_039553.1_6928_7378_9:0:0_12:0:0_10da/2	4
NC_039553.1_6929_7410_8:0:0_7:0:0_12ee/1	2
NC_039553.1_6929_7410_8:0:0_7:0:0_12ee/2	2
NC_039553.1_6929_7441_7:0:0_4:0:0_15d7/1	1
NC_039553.1_6929_7441_7:0:0_4:0:0_15d7/2	1
NC_039553.1_692_1166_5:0:0_12:0:0_2158/1	0
NC_039553.1_692_1166_5:0:0_12:0:0_2158/2	0
NC_039553.1_692_1208_6:0:0_5:0:0_265d/1	2
NC_039553.1_692_1208_6:0:0_5:0:0_265d/2	2
NC_039553.1_692_1266_8:0:0_9:0:0_152a/1	0
NC_039553.1_692_1266_8:0:0_9:0:0_152a/2	0
NC_039553.1_6934_7411_7:0:0_5:0:0_1e7f/1	0
NC_039553.1_6934_7411_7:0:0_5:0:0_1e7f/2	0
NC_039553.1_6936_7451_9:0:0_9:0:0_1ddf/1	2
NC_039553.1_6936_7451_9:0:0_9:0:0_1ddf/2	2
NC_039553.1_6938_7489_7:0:0_11:0:0_1cde/1	0
NC_039553.1_6938_7489_7:0:0_11:0:0_1cde/2	0
NC_039553.1_6939_7451_8:0:0_5:0:0_2365/1	3
NC_039553.1_6939_7451_8:0:0_5:0:0_2365/2	3
NC_039553.1_6941_7442_9:0:0_7:0:0_fe0/1	4
NC_039553.1_6941_7442_9:0:0_7:0:0_fe0/2	4
NC_039553.1_6944_7294_9:0:0_6:0:0_3d6/1	2
NC_039553.1_6944_7294_9:0:0_6:0:0_3d6/2	2
NC_039553.1_6947_7518_7:0:0_12:0:0_1914/1	1
NC_039553.1_6947_7518_7:0:0_12:0:0_1914/2	1
NC_039553.1_6948_7537_9:0:0_5:0:0_2428/1	0
NC_039553.1_6948_7537_9:0:0_5:0:0_2428/2	0
NC_039553.1_6954_7409_8:0:0_3:0:0_1982/1	4
NC_039553.1_6954_7409_8:0:0_3:0:0_1982/2	4
NC_039553.1_6955_7457_6:0:0_6:0:0_852/1	2
NC_039553.1_6955_7457_6:0:0_6:0:0_852/2	2
NC_039553.1_6960_7429_10:0:0_9:0:0_26a4/1	2
NC_039553.1_6960_7429_10:0:0_9:0:0_26a4/2	2
NC_039553.1_6962_7459_5:0:0_8:0:0_8a3/1	0
NC_039553.1_6962_7459_5:0:0_8:0:0_8a3/2	0
NC_039553.1_6963_7439_8:0:0_4:0:0_21c1/1	2
NC_039553.1_6963_7439_8:0:0_4:0:0_21c1/2	2
NC_039553.1_6966_7515_5:0:0_9:0:0_fcf/1	2
NC_039553.1_6966_7515_5:0:0_9:0:0_fcf/2	2
NC_039553.1_6967_7538_7:0:0_11:0:0_769/1	1
NC_039553.1_6967_7538_7:0:0_11:0:0_769/2	1
