read_id	label	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_1064_1498_7:0:0_4:0:0_1822	0	150	13.000	NC_039553.1	1349	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986111	0.985714	0	0.000
NC_039553.1_1350_1890_6:0:0_11:0:0_ebe	0	150	13.000	NC_039553.1	1350	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	2	0.500
NC_039553.1_961_1500_3:0:0_7:0:0_1261	0	150	13.000	NC_039553.1	1351	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1030_1501_10:0:0_9:0:0_1b6d	0	150	13.000	NC_039553.1	1352	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1354_1848_8:0:0_8:0:0_9d0	0	150	13.000	NC_039553.1	1354	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1047_1504_6:0:0_8:0:0_697	0	150	13.000	NC_039553.1	1355	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	1	0.000
NC_039553.1_1080_1504_5:0:0_7:0:0_23d8	0	150	13.000	NC_039553.1	1355	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1025_1503_4:0:0_6:0:0_ab5	0	150	13.000	NC_039553.1	1357	-	60	3S147M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	3	0	3	75	1.000000	1.000000	0	0.000
NC_039553.1_1359_1859_5:0:0_9:0:0_1a00	0	150	13.000	NC_039553.1	1359	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	2	0.500
NC_039553.1_1362_1879_4:0:0_4:0:0_1d	0	150	13.000	NC_039553.1	1362	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1058_1511_8:0:0_7:0:0_5c0	0	150	13.000	NC_039553.1	1362	-	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1363_1871_13:0:0_11:0:0_580	0	150	13.000	NC_039553.1	1363	+	58	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1363_1954_5:0:0_4:0:0_10c7	0	150	13.000	NC_039553.1	1363	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.917801	0.914286	1	1.000
NC_039553.1_1364_1889_10:0:0_9:0:0_342	0	150	13.000	NC_039553.1	1364	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986824	0.985714	0	0.000
NC_039553.1_1364_1901_3:0:0_7:0:0_1e7b	0	150	13.000	NC_039553.1	1364	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1023_1513_12:0:0_3:0:0_99	0	150	13.000	NC_039553.1	1364	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_985_1513_7:0:0_13:0:0_1227	0	150	13.000	NC_039553.1	1364	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1365_1925_11:0:0_5:0:0_23f0	0	150	13.000	NC_039553.1	1365	+	60	136M14S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	14	14	75	1.000000	1.000000	1	0.000
NC_039553.1_991_1514_15:0:0_7:0:0_103f	0	150	13.000	NC_039553.1	1365	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1027_1514_2:0:0_8:0:0_10a2	0	150	13.000	NC_039553.1	1365	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1366_1938_11:0:0_6:0:0_245c	0	150	13.000	NC_039553.1	1366	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.957143	1	1.000
NC_039553.1_1013_1516_7:0:0_3:0:0_a3f	0	150	13.000	NC_039553.1	1367	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_1046_1516_6:0:0_4:0:0_1fd0	0	150	13.000	NC_039553.1	1367	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1370_1878_7:0:0_8:0:0_14d7	0	150	13.000	NC_039553.1	1370	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986482	0.985714	1	1.000
NC_039553.1_1015_1519_8:0:0_8:0:0_13ec	0	150	13.000	NC_039553.1	1370	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_983_1520_8:0:0_8:0:0_23d4	0	150	13.000	NC_039553.1	1371	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1025_1521_8:0:0_7:0:0_17b2	0	150	13.000	NC_039553.1	1372	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_1373_1906_6:0:0_9:0:0_bb1	0	150	13.000	NC_039553.1	1373	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_1373_1915_7:0:0_8:0:0_ea5	0	150	13.000	NC_039553.1	1373	+	60	140M10S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	10	10	75	1.000000	1.000000	0	0.000
NC_039553.1_1373_1875_9:0:0_9:0:0_1b09	0	150	13.000	NC_039553.1	1373	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1088_1523_8:0:0_11:0:0_112d	0	150	13.000	NC_039553.1	1374	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1058_1523_8:0:0_5:0:0_2317	0	150	13.000	NC_039553.1	1374	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1375_1977_7:0:0_13:0:0_460	0	150	13.000	NC_039553.1	1375	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	0	0.000
NC_039553.1_1104_1525_9:0:0_7:0:0_268e	0	150	13.000	NC_039553.1	1376	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1377_1903_7:0:0_4:0:0_5a2	0	150	13.000	NC_039553.1	1377	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1377_1947_2:0:0_14:0:0_1ab4	0	150	13.000	NC_039553.1	1377	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1050_1527_6:0:0_5:0:0_23b7	0	150	13.000	NC_039553.1	1378	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_986_1530_6:0:0_7:0:0_1799	0	150	13.000	NC_039553.1	1381	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	0	0.000
NC_039553.1_1382_2016_9:0:0_11:0:0_584	0	150	13.000	NC_039553.1	1382	+	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1382_1821_9:0:0_6:0:0_1c7a	0	150	13.000	NC_039553.1	1382	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986467	0.985714	1	1.000
NC_039553.1_1098_1531_9:0:0_7:0:0_773	0	150	13.000	NC_039553.1	1382	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958869	0.957143	1	1.000
NC_039553.1_1017_1531_5:0:0_3:0:0_15a1	0	150	13.000	NC_039553.1	1382	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	1.000
NC_039553.1_1383_1835_8:0:0_9:0:0_2618	0	150	13.000	NC_039553.1	1383	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_970_1532_3:0:0_8:0:0_8ad	0	150	13.000	NC_039553.1	1383	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958333	0.957143	0	0.000
NC_039553.1_1001_1533_11:0:0_11:0:0_a2d	0	150	13.000	NC_039553.1	1384	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1385_1898_6:0:0_9:0:0_50	0	150	13.000	NC_039553.1	1385	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1386_1866_3:0:0_6:0:0_905	0	150	13.000	NC_039553.1	1386	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_1122_1535_3:0:0_8:0:0_a0	0	150	13.000	NC_039553.1	1386	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972933	0.980322	1	0.000
NC_039553.1_970_1536_8:0:0_10:0:0_1826	0	150	13.000	NC_039553.1	1387	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	1	0.000
NC_039553.1_1388_1902_6:0:0_9:0:0_1f94	0	150	13.000	NC_039553.1	1388	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_1038_1537_8:0:0_10:0:0_ea0	0	150	13.000	NC_039553.1	1388	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_1068_1537_10:0:0_3:0:0_18b9	0	150	13.000	NC_039553.1	1388	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_1389_1957_6:0:0_10:0:0_16ef	0	150	13.000	NC_039553.1	1389	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_1056_1539_11:0:0_3:0:0_384	0	150	13.000	NC_039553.1	1390	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986665	0.985714	0	0.000
NC_039553.1_1100_1539_7:0:0_10:0:0_ad8	0	150	13.000	NC_039553.1	1390	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1091_1539_11:0:0_5:0:0_207c	0	150	13.000	NC_039553.1	1390	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1393_1869_10:0:0_8:0:0_1e2e	0	150	13.000	NC_039553.1	1393	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_1394_1807_7:0:0_8:0:0_c0f	0	150	13.000	NC_039553.1	1394	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_1023_1543_6:0:0_7:0:0_77a	0	150	13.000	NC_039553.1	1394	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1035_1544_7:0:0_9:0:0_1065	0	150	13.000	NC_039553.1	1395	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1396_1823_3:0:0_7:0:0_181d	0	150	13.000	NC_039553.1	1396	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986111	0.985714	0	0.000
NC_039553.1_1380_1817_11:0:0_10:0:0_e27	0	150	13.000	NC_039553.1	1398	+	60	18S132M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	18	0	18	75	1.000000	1.000000	2	0.500
NC_039553.1_1398_1830_7:0:0_4:0:0_feb	0	150	13.000	NC_039553.1	1398	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986111	0.985714	0	0.000
NC_039553.1_1029_1547_12:0:0_11:0:0_14a	0	150	13.000	NC_039553.1	1398	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.962500	0.957143	0	0.000
NC_039553.1_1400_1901_6:0:0_11:0:0_639	0	150	13.000	NC_039553.1	1400	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1402_1913_7:0:0_10:0:0_c55	0	150	13.000	NC_039553.1	1402	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986467	0.985714	0	0.000
NC_039553.1_1402_1885_7:0:0_13:0:0_1d59	0	150	13.000	NC_039553.1	1402	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1403_1915_2:0:0_5:0:0_8d9	0	150	13.000	NC_039553.1	1403	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986300	0.985714	1	1.000
NC_039553.1_1403_1928_9:0:0_8:0:0_21e6	0	150	13.000	NC_039553.1	1403	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1035_1552_4:0:0_12:0:0_48a	0	150	13.000	NC_039553.1	1403	-	53	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1134_1552_11:0:0_8:0:0_93d	0	150	13.000	NC_039553.1	1403	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	1	1.000
NC_039553.1_1403_1853_11:0:0_10:0:0_200f	0	150	13.000	NC_039553.1	1404	+	60	3M1I146M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.987179	0.985714	1	1.000
NC_039553.1_1406_1869_7:0:0_4:0:0_131c	0	150	13.000	NC_039553.1	1406	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1066_1556_7:0:0_5:0:0_25b3	0	150	13.000	NC_039553.1	1407	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.000
NC_039553.1_1092_1557_11:0:0_6:0:0_f4e	0	150	13.000	NC_039553.1	1408	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.987012	0.985714	0	0.000
NC_039553.1_1063_1557_9:0:0_5:0:0_153a	0	150	13.000	NC_039553.1	1408	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1409_1881_11:0:0_7:0:0_218a	0	150	13.000	NC_039553.1	1409	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	0	0.000
NC_039553.1_1104_1560_5:0:0_7:0:0_144	0	150	13.000	NC_039553.1	1411	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1413_1992_5:0:0_9:0:0_43d	0	150	13.000	NC_039553.1	1413	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1069_1562_11:0:0_10:0:0_750	0	150	13.000	NC_039553.1	1413	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_991_1562_9:0:0_10:0:0_11db	0	150	13.000	NC_039553.1	1413	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	1.000
NC_039553.1_1170_1563_8:0:0_4:0:0_1e67	0	150	13.000	NC_039553.1	1414	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1415_1905_1:0:0_8:0:0_d28	0	150	13.000	NC_039553.1	1415	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1415_1917_10:0:0_3:0:0_2281	0	150	13.000	NC_039553.1	1415	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	0.000
NC_039553.1_1104_1564_9:0:0_9:0:0_5d3	0	150	13.000	NC_039553.1	1415	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_1080_1564_7:0:0_7:0:0_fb3	0	150	13.000	NC_039553.1	1415	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	0.000
NC_039553.1_1416_1873_9:0:0_9:0:0_1264	0	150	13.000	NC_039553.1	1416	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1418_1898_6:0:0_13:0:0_303	0	150	13.000	NC_039553.1	1418	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1414_1898_8:0:0_5:0:0_6bd	0	150	13.000	NC_039553.1	1418	+	60	4S146M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	4	0	4	75	1.000000	1.000000	0	0.000
NC_039553.1_1419_1880_5:0:0_10:0:0_26a2	0	150	13.000	NC_039553.1	1419	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1119_1568_7:0:0_5:0:0_a1f	0	150	13.000	NC_039553.1	1419	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1130_1569_9:0:0_4:0:0_17b0	0	150	13.000	NC_039553.1	1420	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1035_1569_4:0:0_3:0:0_1810	0	150	13.000	NC_039553.1	1420	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1424_1941_10:0:0_10:0:0_6d5	0	150	13.000	NC_039553.1	1424	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1145_1573_2:0:0_10:0:0_5d0	0	150	13.000	NC_039553.1	1424	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958869	0.957143	2	0.000
NC_039553.1_1425_1897_7:0:0_6:0:0_1394	0	150	13.000	NC_039553.1	1425	+	60	146M4S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	4	4	75	1.000000	1.000000	1	0.000
NC_039553.1_1425_2031_5:0:0_10:0:0_15c4	0	150	13.000	NC_039553.1	1425	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1425_1899_7:0:0_7:0:0_25ac	0	150	13.000	NC_039553.1	1425	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	0.000
NC_039553.1_1095_1574_7:0:0_6:0:0_a21	0	150	13.000	NC_039553.1	1425	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986637	0.985714	1	0.000
NC_039553.1_1428_1928_9:0:0_5:0:0_f3e	0	150	13.000	NC_039553.1	1428	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1428_1925_6:0:0_9:0:0_1a2b	0	150	13.000	NC_039553.1	1428	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1428_1828_8:0:0_6:0:0_2372	0	150	13.000	NC_039553.1	1428	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1429_1872_8:0:0_10:0:0_636	0	150	13.000	NC_039553.1	1429	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1429_1921_5:0:0_6:0:0_109f	0	150	13.000	NC_039553.1	1429	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1430_1899_5:0:0_10:0:0_b13	0	150	13.000	NC_039553.1	1430	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1054_1579_12:0:0_5:0:0_1638	0	150	13.000	NC_039553.1	1430	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1097_1583_10:0:0_2:0:0_1c26	0	150	13.000	NC_039553.1	1434	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1435_1882_9:0:0_8:0:0_1a71	0	150	13.000	NC_039553.1	1435	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.966037	0	0.000
NC_039553.1_1436_1979_10:0:0_6:0:0_2271	0	150	13.000	NC_039553.1	1436	+	58	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986467	0.985714	1	0.000
NC_039553.1_1098_1585_5:0:0_9:0:0_1c9c	0	150	13.000	NC_039553.1	1436	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986300	0.985714	0	0.000
NC_039553.1_1075_1585_4:0:0_12:0:0_206f	0	150	13.000	NC_039553.1	1436	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_1437_1915_6:0:0_5:0:0_1b1b	0	150	13.000	NC_039553.1	1437	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_1078_1586_10:0:0_5:0:0_16c3	0	150	13.000	NC_039553.1	1437	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1172_1586_3:0:0_6:0:0_2619	0	150	13.000	NC_039553.1	1437	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_1146_1587_8:0:0_7:0:0_4ca	0	150	13.000	NC_039553.1	1438	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_1100_1588_9:0:0_13:0:0_147	0	150	13.000	NC_039553.1	1439	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.916667	0.914286	1	0.000
NC_039553.1_1047_1588_9:0:0_7:0:0_36a	0	150	13.000	NC_039553.1	1439	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_1047_1588_10:0:0_7:0:0_196f	0	150	13.000	NC_039553.1	1439	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_1056_1589_7:0:0_9:0:0_1d68	0	150	13.000	NC_039553.1	1440	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_1441_1951_10:0:0_8:0:0_b6b	0	150	13.000	NC_039553.1	1441	+	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1443_1966_8:0:0_5:0:0_1fc1	0	150	13.000	NC_039553.1	1443	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	1	1.000
NC_039553.1_1444_2011_9:0:0_8:0:0_136	0	150	13.000	NC_039553.1	1444	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	2	1.000
NC_039553.1_1104_1593_9:0:0_6:0:0_c47	0	150	13.000	NC_039553.1	1444	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.887313	0.885714	1	1.000
