read_uid	y_sim
NC_039553.1_13664_14102_9:0:0_6:0:0_b7c/R	0
NC_039553.1_13954_14502_6:0:0_8:0:0_ce4/F	0
NC_039553.1_13954_14508_8:0:0_6:0:0_2335/F	0
NC_039553.1_13757_14104_5:0:0_7:0:0_210a/R	0
NC_039553.1_13956_14360_10:0:0_9:0:0_1fa9/F	0
NC_039553.1_13602_14106_9:0:0_9:0:0_1213/R	0
NC_039553.1_13959_14383_9:0:0_5:0:0_135f/F	0
NC_039553.1_13609_14108_8:0:0_7:0:0_2463/R	0
NC_039553.1_13960_14412_6:0:0_11:0:0_dea/F	0
NC_039553.1_13583_14096_5:0:0_7:0:0_323/R	0
NC_039553.1_13605_14111_6:0:0_3:0:0_110e/R	0
NC_039553.1_13628_14112_9:0:0_12:0:0_f37/R	0
NC_039553.1_13966_14512_8:0:0_3:0:0_1f27/F	0
NC_039553.1_13969_14481_8:0:0_9:0:0_24d1/F	0
NC_039553.1_13970_14411_6:0:0_12:0:0_582/F	0
NC_039553.1_13971_14542_4:0:0_14:0:0_b93/F	0
NC_039553.1_13648_14120_6:0:0_10:0:0_195d/R	0
NC_039553.1_13967_14435_14:0:0_4:0:0_187c/F	0
NC_039553.1_13972_14512_5:0:0_5:0:0_24f9/F	0
NC_039553.1_13613_14121_9:0:0_8:0:0_1d8d/R	0
NC_039553.1_13973_14475_9:0:0_7:0:0_91d/F	0
NC_039553.1_13540_14124_8:0:0_7:0:0_1bd2/R	0
NC_039553.1_13976_14514_9:0:0_5:0:0_1404/F	0
NC_039553.1_13977_14542_7:0:0_5:0:0_2515/F	0
NC_039553.1_13620_14126_6:0:0_8:0:0_2373/R	0
NC_039553.1_13978_14397_7:0:0_6:0:0_21aa/F	0
NC_039553.1_13979_14463_10:0:0_8:0:0_4c1/F	0
NC_039553.1_13623_14129_6:0:0_5:0:0_7b1/R	0
NC_039553.1_13636_14129_5:0:0_3:0:0_1a90/R	0
NC_039553.1_13985_14501_3:0:0_6:0:0_105f/F	0
NC_039553.1_13985_14472_9:0:0_8:0:0_1908/F	0
NC_039553.1_13985_14476_6:0:0_4:0:0_1ff0/F	0
NC_039553.1_13656_14134_14:0:0_10:0:0_d6d/R	0
NC_039553.1_13588_14136_5:0:0_7:0:0_18b1/R	0
NC_039553.1_13653_14138_7:0:0_4:0:0_55a/R	0
NC_039553.1_13664_14138_11:0:0_7:0:0_c6d/R	0
NC_039553.1_13990_14467_3:0:0_9:0:0_17fa/F	0
NC_039553.1_13666_14140_9:0:0_4:0:0_ea8/R	0
NC_039553.1_13959_14569_11:0:0_5:0:0_1958/F	0
NC_039553.1_13693_14143_12:0:0_13:0:0_fcb/R	0
NC_039553.1_13671_14143_8:0:0_5:0:0_2518/R	0
NC_039553.1_13995_14610_6:0:0_8:0:0_10bb/F	0
NC_039553.1_13676_14144_4:0:0_8:0:0_9f9/R	0
NC_039553.1_13701_14144_10:0:0_10:0:0_1be0/R	0
NC_039553.1_13996_14500_3:0:0_13:0:0_a20/F	0
NC_039553.1_13999_14439_7:0:0_4:0:0_fd/F	0
NC_039553.1_14000_14556_8:0:0_6:0:0_76d/F	0
NC_039553.1_13614_14149_9:0:0_10:0:0_365/R	0
NC_039553.1_14001_14531_6:0:0_10:0:0_18c6/F	0
NC_039553.1_13722_14151_7:0:0_9:0:0_51f/R	0
NC_039553.1_14003_14587_6:0:0_6:0:0_1eb3/F	0
NC_039553.1_14004_14599_9:0:0_9:0:0_2502/F	0
NC_039553.1_13628_14154_7:0:0_6:0:0_1445/R	0
NC_039553.1_13651_14158_2:0:0_11:0:0_175/R	0
NC_039553.1_13715_14162_5:0:0_3:0:0_ef5/R	0
NC_039553.1_13611_14163_8:0:0_7:0:0_1962/R	0
NC_039553.1_14015_14464_5:0:0_8:0:0_1baa/F	0
NC_039553.1_13635_14165_8:0:0_4:0:0_1770/R	0
NC_039553.1_13558_14166_7:0:0_6:0:0_e30/R	0
NC_039553.1_13716_14166_5:0:0_6:0:0_18a6/R	0
NC_039553.1_14018_14446_10:0:0_8:0:0_3a6/F	0
NC_039553.1_14018_14517_10:0:0_10:0:0_e49/F	0
NC_039553.1_14018_14497_5:0:0_6:0:0_1ecb/F	0
NC_039553.1_14018_14455_6:0:0_9:0:0_22f3/F	0
NC_039553.1_13692_14168_8:0:0_10:0:0_1156/R	0
NC_039553.1_13683_14168_8:0:0_4:0:0_19ec/R	0
NC_039553.1_13714_14168_8:0:0_12:0:0_2508/R	0
NC_039553.1_13710_14169_7:0:0_7:0:0_191e/R	0
NC_039553.1_13632_14170_6:0:0_8:0:0_2440/R	0
NC_039553.1_13546_14171_5:0:0_9:0:0_23f/R	0
NC_039553.1_14024_14479_5:0:0_12:0:0_eab/F	0
NC_039553.1_13765_14173_9:0:0_11:0:0_332/R	0
NC_039553.1_14025_14505_12:0:0_6:0:0_e07/F	0
NC_039553.1_14025_14508_5:0:0_7:0:0_1999/F	0
NC_039553.1_14028_14619_8:0:0_10:0:0_d3b/F	0
NC_039553.1_14030_14500_7:0:0_6:0:0_14d1/F	0
NC_039553.1_13670_14179_8:0:0_8:0:0_2151/R	0
NC_039553.1_13606_14179_5:0:0_6:0:0_2324/R	0
NC_039553.1_14031_14540_7:0:0_9:0:0_543/F	0
NC_039553.1_14031_14615_6:0:0_7:0:0_19d3/F	0
NC_039553.1_14031_14527_13:0:0_12:0:0_2214/F	0
NC_039553.1_14032_14410_7:0:0_4:0:0_137d/F	0
NC_039553.1_13716_14181_2:0:0_7:0:0_706/R	0
NC_039553.1_13705_14185_7:0:0_8:0:0_16be/R	0
NC_039553.1_13806_14185_4:0:0_5:0:0_1afb/R	0
NC_039553.1_14039_14557_12:0:0_10:0:0_e63/F	0
NC_039553.1_13746_14188_13:0:0_2:0:0_a56/R	0
NC_039553.1_13640_14189_10:0:0_7:0:0_1fb6/R	0
NC_039553.1_14041_14584_6:0:0_8:0:0_6f5/F	0
NC_039553.1_14041_14513_6:0:0_4:0:0_1214/F	0
NC_039553.1_13651_14191_5:0:0_5:0:0_13/R	0
NC_039553.1_14043_14596_10:0:0_10:0:0_91b/F	0
NC_039553.1_13666_14193_10:0:0_8:0:0_25d1/R	0
NC_039553.1_14045_14509_10:0:0_8:0:0_22cf/F	0
NC_039553.1_14048_14503_6:0:0_4:0:0_d85/F	0
NC_039553.1_13660_14197_9:0:0_11:0:0_2371/R	0
NC_039553.1_14049_14463_6:0:0_6:0:0_108c/F	0
NC_039553.1_14049_14597_5:0:0_6:0:0_1182/F	0
NC_039553.1_14049_14508_12:0:0_8:0:0_1257/F	0
NC_039553.1_13716_14199_13:0:0_5:0:0_31b/R	0
NC_039553.1_14051_14519_6:0:0_5:0:0_1319/F	0
NC_039553.1_14052_14611_11:0:0_8:0:0_1f5/F	0
NC_039553.1_14052_14502_8:0:0_5:0:0_696/F	0
NC_039553.1_13754_14201_10:0:0_8:0:0_25ef/R	0
NC_039553.1_14054_14546_5:0:0_13:0:0_147a/F	0
NC_039553.1_14055_14590_11:0:0_6:0:0_19bc/F	0
NC_039553.1_14057_14516_5:0:0_11:0:0_23ac/F	0
NC_039553.1_13707_14206_8:0:0_10:0:0_2e1/R	0
NC_039553.1_13618_14211_9:0:0_6:0:0_b65/R	0
NC_039553.1_14063_14540_6:0:0_8:0:0_cdf/F	0
NC_039553.1_13717_14213_11:0:0_13:0:0_1687/R	0
NC_039553.1_14065_14513_6:0:0_10:0:0_300/F	0
NC_039553.1_14065_14511_8:0:0_8:0:0_120e/F	0
NC_039553.1_13737_14214_9:0:0_7:0:0_dd3/R	0
NC_039553.1_13654_14214_7:0:0_9:0:0_13ff/R	0
NC_039553.1_13684_14215_8:0:0_5:0:0_afd/R	0
NC_039553.1_14067_14605_8:0:0_8:0:0_de5/F	0
NC_039553.1_14068_14589_8:0:0_9:0:0_14a4/F	0
NC_039553.1_14068_14497_9:0:0_6:0:0_1f8f/F	0
NC_039553.1_14069_14566_11:0:0_10:0:0_1230/F	0
NC_039553.1_13625_14218_6:0:0_10:0:0_248/R	0
NC_039553.1_13802_14218_4:0:0_5:0:0_224d/R	0
NC_039553.1_14073_14614_11:0:0_11:0:0_17d/F	0
NC_039553.1_13718_14222_3:0:0_5:0:0_11d/R	0
NC_039553.1_14075_14543_8:0:0_10:0:0_259e/F	0
NC_039553.1_13643_14224_7:0:0_5:0:0_1b95/R	0
NC_039553.1_14080_14591_7:0:0_8:0:0_1816/F	0
NC_039553.1_14080_14579_8:0:0_10:0:0_1cab/F	0
NC_039553.1_13740_14229_8:0:0_9:0:0_10c8/R	0
NC_039553.1_14081_14546_8:0:0_9:0:0_1ad3/F	0
NC_039553.1_13655_14230_4:0:0_9:0:0_11fc/R	0
NC_039553.1_13894_14230_12:0:0_11:0:0_1bd8/R	0
NC_039553.1_14083_14568_9:0:0_3:0:0_1d02/F	0
NC_039553.1_13742_14233_9:0:0_8:0:0_1aec/R	0
NC_039553.1_14085_14538_6:0:0_6:0:0_db2/F	0
NC_039553.1_13749_14234_8:0:0_8:0:0_10c5/R	0
NC_039553.1_14086_14596_7:0:0_11:0:0_23d7/F	0
NC_039553.1_13834_14236_9:0:0_7:0:0_16ed/R	0
NC_039553.1_14088_14553_7:0:0_10:0:0_68d/F	0
NC_039553.1_14089_14572_9:0:0_11:0:0_1cdb/F	0
NC_039553.1_13657_14239_11:0:0_6:0:0_dc0/R	0
NC_039553.1_13605_14239_11:0:0_9:0:0_e75/R	0
NC_039553.1_13692_14240_7:0:0_7:0:0_cd9/R	0
NC_039553.1_14092_14548_7:0:0_9:0:0_23/F	0
NC_039553.1_14092_14526_5:0:0_4:0:0_274/F	0
NC_039553.1_14088_14586_7:0:0_5:0:0_8d0/F	0
NC_039553.1_14092_14555_5:0:0_6:0:0_1b33/F	0
NC_039553.1_14092_14584_12:0:0_8:0:0_24f7/F	0
NC_039553.1_14095_14544_8:0:0_7:0:0_24ec/F	0
NC_039553.1_14097_14569_8:0:0_7:0:0_2d4/F	0
NC_039553.1_13652_14246_6:0:0_9:0:0_4db/R	0
NC_039553.1_13785_14246_5:0:0_9:0:0_8b9/R	0
NC_039553.1_13675_14247_7:0:0_10:0:0_13b0/R	0
NC_039553.1_13763_14247_5:0:0_11:0:0_1937/R	0
NC_039553.1_14100_14621_7:0:0_5:0:0_ed4/F	0
NC_039553.1_13736_14249_5:0:0_8:0:0_474/R	0
NC_039553.1_13788_14251_6:0:0_9:0:0_522/R	0
NC_039553.1_13783_14252_11:0:0_11:0:0_830/R	0
NC_039553.1_13782_14248_8:0:0_12:0:0_1ca8/R	0
NC_039553.1_13802_14254_10:0:0_7:0:0_14e8/R	0
NC_039553.1_14106_14690_8:0:0_13:0:0_1f9b/F	0
NC_039553.1_13779_14256_15:0:0_8:0:0_425/R	0
NC_039553.1_13704_14256_2:0:0_5:0:0_161a/R	0
NC_039553.1_13749_14257_9:0:0_4:0:0_a7d/R	0
NC_039553.1_14109_14643_5:0:0_8:0:0_1c38/F	0
NC_039553.1_13780_14260_8:0:0_6:0:0_170c/R	0
NC_039553.1_14112_14719_8:0:0_6:0:0_154f/F	0
NC_039553.1_13772_14262_6:0:0_11:0:0_161c/R	0
NC_039553.1_13641_14263_4:0:0_10:0:0_ecc/R	0
NC_039553.1_14115_14641_4:0:0_9:0:0_d2a/F	0
NC_039553.1_14115_14572_12:0:0_5:0:0_1d8c/F	0
NC_039553.1_13772_14265_7:0:0_3:0:0_1485/R	0
NC_039553.1_13732_14265_5:0:0_7:0:0_2551/R	0
NC_039553.1_14117_14571_3:0:0_5:0:0_212e/F	0
NC_039553.1_13710_14267_5:0:0_9:0:0_1b68/R	0
NC_039553.1_13835_14267_6:0:0_4:0:0_21b5/R	0
NC_039553.1_14119_14599_12:0:0_4:0:0_a6c/F	0
NC_039553.1_14119_14610_10:0:0_7:0:0_1b89/F	0
NC_039553.1_14119_14632_5:0:0_8:0:0_2581/F	0
NC_039553.1_13793_14269_9:0:0_9:0:0_1ffb/R	0
NC_039553.1_14106_14617_7:0:0_5:0:0_2080/F	0
NC_039553.1_13869_14271_3:0:0_10:0:0_262c/R	0
NC_039553.1_13774_14272_8:0:0_10:0:0_746/R	0
NC_039553.1_13846_14273_7:0:0_7:0:0_312/R	0
NC_039553.1_14126_14599_5:0:0_6:0:0_353/F	0
NC_039553.1_14127_14548_9:0:0_4:0:0_2218/F	0
NC_039553.1_14128_14475_5:0:0_4:0:0_1113/F	0
NC_039553.1_14129_14539_8:0:0_12:0:0_1021/F	0
NC_039553.1_14129_14619_8:0:0_5:0:0_163f/F	0
NC_039553.1_13762_14278_4:0:0_3:0:0_10d0/R	0
NC_039553.1_14130_14699_4:0:0_8:0:0_712/F	0
NC_039553.1_13771_14279_5:0:0_7:0:0_813/R	0
NC_039553.1_14131_14699_11:0:0_14:0:0_1ee4/F	0
NC_039553.1_14133_14655_4:0:0_7:0:0_1a21/F	0
NC_039553.1_14133_14584_10:0:0_8:0:0_1ea3/F	0
NC_039553.1_13762_14282_5:0:0_10:0:0_181c/R	0
NC_039553.1_14134_14621_7:0:0_10:0:0_1fd/F	0
NC_039553.1_14134_14576_13:0:0_6:0:0_1285/F	0
NC_039553.1_14135_14621_8:0:0_7:0:0_17ce/F	0
NC_039553.1_13770_14284_5:0:0_9:0:0_17c5/R	0
NC_039553.1_13821_14284_8:0:0_6:0:0_186a/R	0
NC_039553.1_13783_14285_6:0:0_7:0:0_15dd/R	0
NC_039553.1_14137_14709_7:0:0_7:0:0_1da/F	0
NC_039553.1_14137_14602_15:0:0_9:0:0_686/F	0
NC_039553.1_13825_14288_7:0:0_5:0:0_16f7/R	0
NC_039553.1_13758_14289_9:0:0_7:0:0_1240/R	0
NC_039553.1_14142_14646_5:0:0_5:0:0_19c3/F	0
NC_039553.1_13755_14291_8:0:0_8:0:0_1ecc/R	0
NC_039553.1_13862_14291_5:0:0_4:0:0_243c/R	0
NC_039553.1_14143_14695_7:0:0_10:0:0_2011/F	0
NC_039553.1_14144_14591_5:0:0_5:0:0_199d/F	0
NC_039553.1_14144_14609_10:0:0_7:0:0_1af5/F	0
NC_039553.1_14145_14663_6:0:0_10:0:0_1f33/F	0
NC_039553.1_14147_14664_9:0:0_8:0:0_1f61/F	0
NC_039553.1_13736_14295_16:0:0_5:0:0_a72/R	0
NC_039553.1_14150_14651_6:0:0_7:0:0_36c/F	0
NC_039553.1_14150_14642_3:0:0_8:0:0_1d73/F	0
NC_039553.1_14150_14693_7:0:0_9:0:0_20e5/F	0
NC_039553.1_14151_14715_5:0:0_5:0:0_2470/F	0
NC_039553.1_13800_14300_7:0:0_7:0:0_86a/R	0
NC_039553.1_14152_14624_8:0:0_11:0:0_5ce/F	0
NC_039553.1_14152_14618_8:0:0_4:0:0_26c2/F	0
NC_039553.1_13805_14301_7:0:0_10:0:0_1516/R	0
NC_039553.1_14154_14553_12:0:0_13:0:0_c80/F	0
NC_039553.1_14154_14711_7:0:0_11:0:0_14d8/F	0
NC_039553.1_13849_14304_6:0:0_6:0:0_db7/R	0
NC_039553.1_13891_14304_7:0:0_9:0:0_ffc/R	0
NC_039553.1_13849_14304_8:0:0_6:0:0_2546/R	0
NC_039553.1_13805_14305_10:0:0_8:0:0_8b7/R	0
NC_039553.1_13838_14307_6:0:0_7:0:0_66b/R	0
NC_039553.1_13796_14307_13:0:0_5:0:0_1dcc/R	0
NC_039553.1_13841_14302_5:0:0_8:0:0_5f3/R	0
NC_039553.1_14164_14632_16:0:0_8:0:0_10ff/F	0
NC_039553.1_13818_14314_9:0:0_12:0:0_13e9/R	0
NC_039553.1_13774_14315_9:0:0_6:0:0_2120/R	0
NC_039553.1_14167_14616_12:0:0_7:0:0_d0b/F	0
NC_039553.1_14167_14660_6:0:0_6:0:0_1919/F	0
NC_039553.1_14167_14580_6:0:0_9:0:0_21ec/F	0
NC_039553.1_14168_14646_8:0:0_8:0:0_233d/F	0
NC_039553.1_14170_14692_9:0:0_10:0:0_766/F	0
NC_039553.1_14171_14664_8:0:0_8:0:0_1738/F	0
NC_039553.1_13829_14320_6:0:0_8:0:0_1f4a/R	0
NC_039553.1_13881_14321_7:0:0_12:0:0_171e/R	0
NC_039553.1_14174_14675_9:0:0_5:0:0_13c7/F	0
NC_039553.1_14177_14631_9:0:0_7:0:0_95/F	0
NC_039553.1_13807_14326_7:0:0_7:0:0_19e7/R	0
NC_039553.1_13800_14326_10:0:0_10:0:0_1c78/R	0
NC_039553.1_14178_14643_6:0:0_10:0:0_2196/F	0
NC_039553.1_13863_14327_9:0:0_7:0:0_7e8/R	0
NC_039553.1_14179_14713_4:0:0_6:0:0_11b1/F	0
NC_039553.1_14179_14703_8:0:0_8:0:0_14e3/F	0
NC_039553.1_13927_14328_6:0:0_7:0:0_dfa/R	0
NC_039553.1_13852_14328_6:0:0_7:0:0_18c8/R	0
NC_039553.1_13926_14330_10:0:0_4:0:0_5c9/R	0
NC_039553.1_14183_14631_6:0:0_10:0:0_23f3/F	0
NC_039553.1_13876_14332_9:0:0_3:0:0_ef9/R	0
NC_039553.1_14184_14666_11:0:0_12:0:0_e69/F	0
NC_039553.1_14184_14701_9:0:0_6:0:0_165a/F	0
NC_039553.1_14185_14693_7:0:0_10:0:0_1d38/F	0
NC_039553.1_14186_14674_7:0:0_3:0:0_2224/F	0
NC_039553.1_14187_14663_9:0:0_7:0:0_525/F	0
NC_039553.1_14188_14587_14:0:0_8:0:0_1988/F	0
NC_039553.1_13914_14338_8:0:0_7:0:0_17df/R	0
NC_039553.1_13828_14338_5:0:0_6:0:0_1aa3/R	0
NC_039553.1_14190_14640_7:0:0_11:0:0_cbc/F	0
NC_039553.1_13831_14334_6:0:0_10:0:0_3b4/R	0
NC_039553.1_14192_14727_9:0:0_7:0:0_a3e/F	0
NC_039553.1_13809_14341_5:0:0_11:0:0_2541/R	0
NC_039553.1_14193_14711_10:0:0_5:0:0_1c01/F	0
NC_039553.1_13836_14342_10:0:0_9:0:0_1306/R	0
NC_039553.1_13729_14343_13:0:0_6:0:0_42e/R	0
NC_039553.1_13812_14343_7:0:0_4:0:0_1a26/R	0
NC_039553.1_13909_14345_10:0:0_6:0:0_14c0/R	0
NC_039553.1_13925_14346_4:0:0_12:0:0_20c9/R	0
NC_039553.1_13821_14347_12:0:0_10:0:0_8fb/R	0
NC_039553.1_13854_14347_8:0:0_4:0:0_ff3/R	0
NC_039553.1_14199_14745_6:0:0_9:0:0_23e7/F	0
NC_039553.1_13868_14348_15:0:0_9:0:0_1c39/R	0
NC_039553.1_14200_14681_8:0:0_11:0:0_239/F	0
NC_039553.1_14201_14749_13:0:0_13:0:0_2209/F	0
NC_039553.1_14201_14661_7:0:0_8:0:0_242f/F	0
NC_039553.1_13848_14350_8:0:0_6:0:0_8e9/R	0
NC_039553.1_14202_14713_10:0:0_5:0:0_555/F	0
NC_039553.1_13783_14351_8:0:0_8:0:0_115e/R	0
NC_039553.1_14204_14645_6:0:0_2:0:0_dd6/F	0
NC_039553.1_14205_14824_10:0:0_9:0:0_5d1/F	0
NC_039553.1_14205_14708_6:0:0_6:0:0_254e/F	0
NC_039553.1_14205_14758_6:0:0_10:0:0_2702/F	0
NC_039553.1_13807_14354_11:0:0_10:0:0_453/R	0
NC_039553.1_13919_14354_8:0:0_5:0:0_16e/R	0
NC_039553.1_13904_14358_6:0:0_4:0:0_4f0/R	0
NC_039553.1_14210_14711_4:0:0_13:0:0_fff/F	0
NC_039553.1_14211_14665_6:0:0_5:0:0_53c/F	0
NC_039553.1_14211_14641_7:0:0_7:0:0_1895/F	0
NC_039553.1_14211_14704_8:0:0_5:0:0_203d/F	0
NC_039553.1_13831_14360_8:0:0_5:0:0_a8c/R	0
NC_039553.1_13956_14360_10:0:0_9:0:0_1fa9/R	0
NC_039553.1_14213_14755_6:0:0_5:0:0_16ba/F	0
NC_039553.1_14214_14789_8:0:0_7:0:0_1ca5/F	0
NC_039553.1_14215_14733_7:0:0_3:0:0_10c3/F	0
NC_039553.1_14216_14809_8:0:0_5:0:0_13fb/F	0
NC_039553.1_14216_14621_9:0:0_13:0:0_1510/F	0
NC_039553.1_13794_14365_3:0:0_10:0:0_169d/R	0
NC_039553.1_13884_14362_6:0:0_11:0:0_1cee/R	0
NC_039553.1_14219_14658_6:0:0_2:0:0_1576/F	0
NC_039553.1_13930_14369_7:0:0_12:0:0_1e2a/R	0
NC_039553.1_13857_14369_6:0:0_8:0:0_2704/R	0
NC_039553.1_14222_14610_10:0:0_4:0:0_2644/F	0
NC_039553.1_14223_14695_5:0:0_5:0:0_313/F	0
NC_039553.1_14225_14850_7:0:0_6:0:0_11f9/F	0
NC_039553.1_14228_14689_8:0:0_7:0:0_1190/F	0
NC_039553.1_13914_14377_11:0:0_5:0:0_25f0/R	0
NC_039553.1_14229_14749_7:0:0_4:0:0_c0c/F	0
NC_039553.1_14232_14700_8:0:0_10:0:0_160b/F	0
NC_039553.1_14232_14770_8:0:0_3:0:0_2351/F	0
NC_039553.1_14233_14803_6:0:0_4:0:0_1859/F	0
NC_039553.1_14234_14689_10:0:0_5:0:0_71d/F	0
NC_039553.1_13959_14383_9:0:0_5:0:0_135f/R	0
NC_039553.1_14238_14828_2:0:0_8:0:0_1944/F	0
NC_039553.1_13894_14387_11:0:0_7:0:0_1821/R	0
NC_039553.1_14239_14759_4:0:0_4:0:0_6be/F	0
NC_039553.1_14239_14661_8:0:0_9:0:0_fc6/F	0
NC_039553.1_14239_14794_10:0:0_6:0:0_224f/F	0
NC_039553.1_14239_14680_9:0:0_12:0:0_25a9/F	0
NC_039553.1_13881_14384_12:0:0_12:0:0_1766/R	0
NC_039553.1_13831_14389_5:0:0_7:0:0_337/R	0
NC_039553.1_13924_14389_9:0:0_6:0:0_26a9/R	0
NC_039553.1_14241_14775_7:0:0_9:0:0_2507/F	0
NC_039553.1_13801_14391_4:0:0_7:0:0_507/R	0
NC_039553.1_14243_14639_3:0:0_11:0:0_2636/F	0
NC_039553.1_13886_14392_6:0:0_5:0:0_d41/R	0
NC_039553.1_13903_14392_11:0:0_8:0:0_137e/R	0
NC_039553.1_13845_14392_7:0:0_11:0:0_1884/R	0
NC_039553.1_14244_14865_7:0:0_6:0:0_9a0/F	0
NC_039553.1_13891_14393_5:0:0_7:0:0_1402/R	0
NC_039553.1_13876_14393_8:0:0_7:0:0_2683/R	0
NC_039553.1_14245_14671_6:0:0_6:0:0_f01/F	0
NC_039553.1_14245_14696_11:0:0_7:0:0_1b79/F	0
NC_039553.1_14246_14763_12:0:0_10:0:0_218f/F	0
NC_039553.1_13918_14395_6:0:0_9:0:0_adf/R	0
NC_039553.1_13911_14395_7:0:0_6:0:0_201d/R	0
NC_039553.1_14247_14738_9:0:0_5:0:0_84d/F	0
NC_039553.1_14248_14782_8:0:0_5:0:0_1093/F	0
NC_039553.1_14248_14669_9:0:0_5:0:0_1613/F	0
NC_039553.1_13978_14397_7:0:0_6:0:0_21aa/R	0
NC_039553.1_14249_14734_9:0:0_10:0:0_82d/F	0
NC_039553.1_13888_14398_10:0:0_9:0:0_215/R	0
NC_039553.1_14252_14690_10:0:0_12:0:0_22ac/F	0
NC_039553.1_13879_14401_9:0:0_9:0:0_4e/R	0
NC_039553.1_13833_14402_9:0:0_4:0:0_15ac/R	0
NC_039553.1_13827_14404_11:0:0_5:0:0_dbc/R	0
NC_039553.1_14256_14826_5:0:0_10:0:0_dbe/F	0
NC_039553.1_14256_14784_10:0:0_6:0:0_2668/F	0
NC_039553.1_13853_14405_9:0:0_7:0:0_1118/R	0
NC_039553.1_14257_14705_12:0:0_12:0:0_995/F	0
NC_039553.1_14257_14749_14:0:0_8:0:0_1c71/F	0
NC_039553.1_14257_14734_7:0:0_10:0:0_2527/F	0
NC_039553.1_14258_14683_7:0:0_9:0:0_2d5/F	0
NC_039553.1_14259_14760_9:0:0_8:0:0_910/F	0
NC_039553.1_14260_14834_7:0:0_6:0:0_e0d/F	0
NC_039553.1_14032_14410_7:0:0_4:0:0_137d/R	0
NC_039553.1_14262_14778_7:0:0_8:0:0_1f54/F	0
NC_039553.1_13970_14411_6:0:0_12:0:0_582/R	0
NC_039553.1_14263_14761_10:0:0_7:0:0_851/F	0
NC_039553.1_14265_14729_7:0:0_8:0:0_1c58/F	0
NC_039553.1_13827_14414_9:0:0_5:0:0_1995/R	0
NC_039553.1_13898_14414_7:0:0_11:0:0_2275/R	0
NC_039553.1_14267_14790_11:0:0_8:0:0_10b4/F	0
NC_039553.1_13936_14416_8:0:0_10:0:0_15cf/R	0
NC_039553.1_14268_14839_9:0:0_9:0:0_1ead/F	0
NC_039553.1_13880_14418_9:0:0_5:0:0_19c4/R	0
NC_039553.1_13855_14420_9:0:0_4:0:0_e4e/R	0
NC_039553.1_14273_14730_5:0:0_10:0:0_20f/F	0
NC_039553.1_14273_14702_9:0:0_7:0:0_17d3/F	0
NC_039553.1_13960_14412_6:0:0_11:0:0_dea/R	0
NC_039553.1_14274_14819_8:0:0_10:0:0_faf/F	0
NC_039553.1_14274_14888_6:0:0_7:0:0_14e6/F	0
NC_039553.1_14274_14797_6:0:0_5:0:0_1bea/F	0
NC_039553.1_14275_14761_8:0:0_9:0:0_7e6/F	0
NC_039553.1_14275_14735_10:0:0_11:0:0_2692/F	0
NC_039553.1_13915_14424_2:0:0_2:0:0_1474/R	0
NC_039553.1_14277_14784_4:0:0_5:0:0_14f7/F	0
NC_039553.1_14279_14872_9:0:0_9:0:0_1fa0/F	0
NC_039553.1_13929_14428_9:0:0_11:0:0_2445/R	0
NC_039553.1_13932_14429_7:0:0_10:0:0_795/R	0
NC_039553.1_14281_14833_8:0:0_10:0:0_82e/F	0
NC_039553.1_13856_14430_7:0:0_8:0:0_18d7/R	0
NC_039553.1_13945_14432_13:0:0_4:0:0_8a0/R	0
NC_039553.1_14284_14832_7:0:0_6:0:0_f05/F	0
NC_039553.1_14284_14842_11:0:0_11:0:0_16d4/F	0
NC_039553.1_13950_14434_8:0:0_4:0:0_221a/R	0
NC_039553.1_13890_14435_8:0:0_6:0:0_8a5/R	0
NC_039553.1_13967_14435_14:0:0_4:0:0_187c/R	0
NC_039553.1_13939_14436_11:0:0_9:0:0_1e79/R	0
NC_039553.1_14289_14803_7:0:0_5:0:0_9ab/F	0
NC_039553.1_14289_14715_10:0:0_12:0:0_1345/F	0
NC_039553.1_13945_14438_7:0:0_6:0:0_1a0f/R	0
NC_039553.1_13999_14439_7:0:0_4:0:0_fd/R	0
NC_039553.1_13953_14440_5:0:0_7:0:0_a69/R	0
NC_039553.1_14288_14787_11:0:0_10:0:0_561/F	0
NC_039553.1_13925_14442_9:0:0_4:0:0_1800/R	0
NC_039553.1_14295_14802_8:0:0_4:0:0_cd0/F	0
NC_039553.1_14296_14801_11:0:0_9:0:0_b48/F	0
NC_039553.1_14297_14725_10:0:0_5:0:0_5ef/F	0
NC_039553.1_14018_14446_10:0:0_8:0:0_3a6/R	0
NC_039553.1_13944_14448_9:0:0_8:0:0_270b/R	0
NC_039553.1_14302_14838_14:0:0_7:0:0_1a4/F	0
NC_039553.1_14304_14815_6:0:0_6:0:0_efb/F	0
NC_039553.1_13897_14453_10:0:0_5:0:0_1cdf/R	0
NC_039553.1_14306_14778_6:0:0_7:0:0_17f6/F	0
NC_039553.1_14018_14455_6:0:0_9:0:0_22f3/R	0
NC_039553.1_14310_14841_11:0:0_9:0:0_a88/F	0
NC_039553.1_13923_14459_4:0:0_3:0:0_4b1/R	0
NC_039553.1_14311_14774_6:0:0_6:0:0_870/F	0
NC_039553.1_14313_14818_1:0:0_7:0:0_170/F	0
NC_039553.1_13872_14462_5:0:0_9:0:0_f91/R	0
NC_039553.1_14314_14801_9:0:0_5:0:0_1d29/F	0
NC_039553.1_13979_14463_10:0:0_8:0:0_4c1/R	0
